address_name,address_url,address_type,address_price,address_bedrooms,address_bathrooms,address_sqft
"4478 Makena Rd, Kihei, HI 96753",https://www.zillow.com/homedetails/4478-Makena-Rd-Kihei-HI-96753/80325808_zpid/,House for sale,"$17,500,000.00",3 bds,4 ba,"3,469 sqft"
"970 Noholani St, Haiku, HI 96708",https://www.zillow.com/homedetails/970-Noholani-St-Haiku-HI-96708/741753_zpid/,House for sale,"$339,000.00",2 bds,1 ba,836 sqft
"3-7764 Piilani Hwy, Hana, HI 96713",https://www.zillow.com/homedetails/3-7764-Piilani-Hwy-Hana-HI-96713/2082599981_zpid/,Lot / Land for sale,"$375,000.00",6.53 acres lot,,
"50 Oluolu Pl, Kula, HI 96790",https://www.zillow.com/homedetails/50-Oluolu-Pl-Kula-HI-96790/304660270_zpid/,House for sale,"$15,000,000.00",4 bds,4 ba,"7,809 sqft"
"744 S Alu Rd, Wailuku, HI 96793",https://www.zillow.com/homedetails/744-S-Alu-Rd-Wailuku-HI-96793/747175_zpid/,House for sale,"$1,495,000.00",4 bds,3 ba,"2,386 sqft"
"1440 Halama St, Kihei, HI 96753",https://www.zillow.com/homedetails/1440-Halama-St-Kihei-HI-96753/300180123_zpid/,House for sale,"$6,450,000.00",4 bds,3.5 ba,"2,480 sqft"
"4315 E Waiola Loop, Kihei, HI 96753",https://www.zillow.com/homedetails/4315-E-Waiola-Loop-Kihei-HI-96753/734678_zpid/,House for sale,"$6,900,000.00",5 bds,4.5 ba,"5,004 sqft"
"17 Hua Nui Way, Lahaina, HI 96761",https://www.zillow.com/homedetails/17-Hua-Nui-Way-Lahaina-HI-96761/65282144_zpid/,House for sale,"$987,500.00",3 bds,2 ba,"1,774 sqft"
"589 Hoe Kawele Ln, Lahaina, HI 96761",https://www.zillow.com/homedetails/589-Hoe-Kawele-Ln-Lahaina-HI-96761/2077841101_zpid/,House for sale,"$1,090,000.00",4 bds,3 ba,"2,436 sqft"
"141 Hoowaiwai Loop APT 2704, Wailuku, HI 96793",https://www.zillow.com/homedetails/141-Hoowaiwai-Loop-APT-2704-Wailuku-HI-96793/111188694_zpid/,Condo for sale,"$492,500.00",3 bds,2 ba,953 sqft
"1786 Halama St, Kihei, HI 96753",https://www.zillow.com/homedetails/1786-Halama-St-Kihei-HI-96753/753662_zpid/,House for sale,"$3,500,000.00",3 bds,3 ba,"1,540 sqft"
"1072 Kahaapo Loop, Kihei, HI 96753",https://www.zillow.com/homedetails/1072-Kahaapo-Loop-Kihei-HI-96753/68133119_zpid/,House for sale,"$659,500.00",2 bds,1 ba,576 sqft
"1894 Anapa Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/1894-Anapa-Pl-Kihei-HI-96753/754851_zpid/,House for sale,"$849,000.00",5 bds,3 ba,"2,278 sqft"
"140 Hoomoku St, Kahului, HI 96732",https://www.zillow.com/homedetails/140-Hoomoku-St-Kahului-HI-96732/751775_zpid/,Foreclosure,"$349,900.00",2 bds,1.5 ba,862 sqft
"408 Hiolani St, Makawao, HI 96768",https://www.zillow.com/homedetails/408-Hiolani-St-Makawao-HI-96768/737318_zpid/,House for sale,"$699,000.00",3 bds,2 ba,"1,930 sqft"
"630 Waiehu Beach Rd, Wailuku, HI 96793",https://www.zillow.com/homedetails/630-Waiehu-Beach-Rd-Wailuku-HI-96793/743037_zpid/,House for sale,"$895,000.00",3 bds,2 ba,"1,268 sqft"
"7 Haku Hale Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/7-Haku-Hale-Pl-Lahaina-HI-96761/756972_zpid/,House for sale,"$845,000.00",3 bds,2 ba,"1,372 sqft"
"4400 Makena Rd #709, Kihei, HI 96753",https://www.zillow.com/homedetails/4400-Makena-Rd-709-Kihei-HI-96753/2077801468_zpid/,Condo for sale,"$2,696,000.00",2 bds,2 ba,"1,239 sqft"
"4391 Opana Pl #A, Haiku, HI 96708",https://www.zillow.com/homedetails/4391-Opana-Pl-A-Haiku-HI-96708/249327561_zpid/,House for sale,"$967,000.00",3 bds,2 ba,"2,416 sqft"
"21 Pua Niu Way, Lahaina, HI 96761",https://www.zillow.com/homedetails/21-Pua-Niu-Way-Lahaina-HI-96761/2080833227_zpid/,House for sale,"$1,995,000.00",2 bds,2 ba,"1,007 sqft"
"56 W Mahi Pua Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/56-W-Mahi-Pua-Pl-Lahaina-HI-96761/65287611_zpid/,House for sale,"$4,995,000.00",5 bds,5 ba,"6,575 sqft"
"466 Hina Ave, Kahului, HI 96732",https://www.zillow.com/homedetails/466-Hina-Ave-Kahului-HI-96732/750223_zpid/,House for sale,"$799,500.00",5 bds,3 ba,"2,520 sqft"
"475 Kekoanui Pl, Haiku, HI 96708",https://www.zillow.com/homedetails/475-Kekoanui-Pl-Haiku-HI-96708/742292_zpid/,House for sale,"$850,000.00",3 bds,3 ba,"3,108 sqft"
"4455 Hana Hwy, Hana, HI 96913",https://www.zillow.com/homedetails/4455-Hana-Hwy-Hana-HI-96913/2083402593_zpid/,House for sale,"$799,990.00",4 bds,2 ba,"1,600 sqft"
"111 Paia Pohaku St, Lahaina, HI 96761",https://www.zillow.com/homedetails/111-Paia-Pohaku-St-Lahaina-HI-96761/304816593_zpid/,House for sale,"$1,995,000.00",3 bds,2.5 ba,"1,680 sqft"
"162 Eke Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/162-Eke-Pl-Lahaina-HI-96761/758523_zpid/,House for sale,"$2,395,000.00",4 bds,3.5 ba,"3,280 sqft"
"55 Alahele Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/55-Alahele-Pl-Kihei-HI-96753/752909_zpid/,House for sale,"$1,649,000.00",3 bds,2 ba,"1,150 sqft"
"3095 Manu Hope Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/3095-Manu-Hope-Pl-Kihei-HI-96753/734379_zpid/,House for sale,"$1,595,000.00",3 bds,2.5 ba,"1,937 sqft"
"140 Waikoloa, Hana, HI 96713",https://www.zillow.com/homedetails/140-Waikoloa-Hana-HI-96713/241451632_zpid/,House for sale,"$1,395,000.00",2 bds,3 ba,"2,513 sqft"
"248 Nakila Pl, Wailuku, HI 96793",https://www.zillow.com/homedetails/248-Nakila-Pl-Wailuku-HI-96793/745385_zpid/,House for sale,"$580,000.00",3 bds,2 ba,"1,290 sqft"
"4955 Makena Rd APT C102, Kihei, HI 96753",https://www.zillow.com/homedetails/4955-Makena-Rd-APT-C102-Kihei-HI-96753/71767089_zpid/,Condo for sale,"$1,675,000.00",2 bds,2.5 ba,"2,088 sqft"
"3660 Lower Honoapiilani Rd APT 312, Lahaina, HI 96761",https://www.zillow.com/homedetails/3660-Lower-Honoapiilani-Rd-APT-312-Lahaina-HI-96761/758077_zpid/,Condo for sale,"$129,000.00",1 bd,1 ba,793 sqft
"2747 S Kihei Rd APT H007, Kihei, HI 96753",https://www.zillow.com/homedetails/2747-S-Kihei-Rd-APT-H007-Kihei-HI-96753/71763179_zpid/,Condo for sale,"$399,000.00",2 bds,2 ba,728 sqft
"36 S Kihei Rd #501, Kihei, HI 96753",https://www.zillow.com/homedetails/36-S-Kihei-Rd-501-Kihei-HI-96753/80326404_zpid/,Condo for sale,"$975,000.00",2 bds,2 ba,938 sqft
"547 Kailana St, Wailuku, HI 96793",https://www.zillow.com/homedetails/547-Kailana-St-Wailuku-HI-96793/745474_zpid/,House for sale,"$600,000.00",3 bds,2.5 ba,"1,152 sqft"
"3788 Lower Honoapiilani Rd APT D104, Lahaina, HI 96761",https://www.zillow.com/homedetails/3788-Lower-Honoapiilani-Rd-APT-D104-Lahaina-HI-96761/756837_zpid/,Condo for sale,"$439,000.00",2 bds,2 ba,"1,122 sqft"
"611 Maalahi St, Wailuku, HI 96793",https://www.zillow.com/homedetails/611-Maalahi-St-Wailuku-HI-96793/747061_zpid/,House for sale,"$997,000.00",3 bds,2.5 ba,"2,613 sqft"
"2075 S Kihei Rd APT 206, Kihei, HI 96753",https://www.zillow.com/homedetails/2075-S-Kihei-Rd-APT-206-Kihei-HI-96753/80328820_zpid/,Condo for sale,"$765,000.00",3 bds,2 ba,"1,334 sqft"
"1216 Summer Rd #43, Lahaina, HI 96761",https://www.zillow.com/homedetails/1216-Summer-Rd-43-Lahaina-HI-96761/2081955391_zpid/,House for sale,"$8,995,000.00",6 bds,6.5 ba,"7,784 sqft"
"4605 Lower Honoapiilani Rd, Lahaina, HI 96761",https://www.zillow.com/homedetails/4605-Lower-Honoapiilani-Rd-Lahaina-HI-96761/757746_zpid/,House for sale,"$4,285,000.00",4 bds,5 ba,"3,373 sqft"
"1133 Front St, Lahaina, HI 96761",https://www.zillow.com/homedetails/1133-Front-St-Lahaina-HI-96761/758726_zpid/,House for sale,"$1,950,000.00",3 bds,3 ba,"2,006 sqft"
"480 Kenolio Rd APT 18-201, Kihei, HI 96753",https://www.zillow.com/homedetails/480-Kenolio-Rd-APT-18-201-Kihei-HI-96753/752582_zpid/,Condo for sale,"$349,900.00",2 bds,2 ba,750 sqft
"3823 Lower Honoapiilani Rd APT 217, Lahaina, HI 96761",https://www.zillow.com/homedetails/3823-Lower-Honoapiilani-Rd-APT-217-Lahaina-HI-96761/756934_zpid/,Condo for sale,"$595,000.00",2 bds,2 ba,799 sqft
"631 Kumulani Dr, Kihei, HI 96753",https://www.zillow.com/homedetails/631-Kumulani-Dr-Kihei-HI-96753/304660199_zpid/,House for sale,"$2,295,000.00",2 bds,2 ba,"2,128 sqft"
"51 Hanauana Rd, Haiku, HI 96708",https://www.zillow.com/homedetails/51-Hanauana-Rd-Haiku-HI-96708/80326344_zpid/,For sale by owner,"$999,000.00",5 bds,3 ba,"2,100 sqft"
"4365 Lower Honoapiilani Rd #703, Lahaina, HI 96761",https://www.zillow.com/homedetails/4365-Lower-Honoapiilani-Rd-703-Lahaina-HI-96761/71764922_zpid/,Condo for sale,"$365,000.00",Studio,1 ba,431 sqft
"53 Waikai St, Kihei, HI 96753",https://www.zillow.com/homedetails/53-Waikai-St-Kihei-HI-96753/734367_zpid/,House for sale,"$1,395,000.00",4 bds,2.5 ba,"2,400 sqft"
"280 Hauoli St APT A8, Wailuku, HI 96793",https://www.zillow.com/homedetails/280-Hauoli-St-APT-A8-Wailuku-HI-96793/80326737_zpid/,Condo for sale,"$199,500.00",1 bd,1 ba,555 sqft
"200 Awalau Rd #A, Haiku, HI 96708",https://www.zillow.com/homedetails/200-Awalau-Rd-A-Haiku-HI-96708/2078430917_zpid/,House for sale,"$1,195,000.00",3 bds,2 ba,"2,090 sqft"
"112 Pulelehua St, Lahaina, HI 96761",https://www.zillow.com/homedetails/112-Pulelehua-St-Lahaina-HI-96761/58766098_zpid/,House for sale,"$3,300,000.00",3 bds,2.5 ba,"4,504 sqft"
"65 Hale Noho Way, Kihei, HI 96753",https://www.zillow.com/homedetails/65-Hale-Noho-Way-Kihei-HI-96753/734345_zpid/,House for sale,"$2,250,000.00",4 bds,2 ba,"2,509 sqft"
"173 Iliwai Loop, Kihei, HI 96753",https://www.zillow.com/homedetails/173-Iliwai-Loop-Kihei-HI-96753/755699_zpid/,House for sale,"$939,000.00",4 bds,3 ba,"2,011 sqft"
"110 E Huapala Pl UNIT A, Lahaina, HI 96761",https://www.zillow.com/homedetails/110-E-Huapala-Pl-UNIT-A-Lahaina-HI-96761/2077840088_zpid/,House for sale,"$2,150,000.00",4 bds,3.5 ba,"3,056 sqft"
"71 Pamakani Pl, Makawao, HI 96768",https://www.zillow.com/homedetails/71-Pamakani-Pl-Makawao-HI-96768/738793_zpid/,House for sale,"$595,000.00",3 bds,1.5 ba,"1,170 sqft"
"588 Kulaiwi Dr, Wailuku, HI 96793",https://www.zillow.com/homedetails/588-Kulaiwi-Dr-Wailuku-HI-96793/747229_zpid/,House for sale,"$12,800,000.00",5 bds,5.5 ba,"8,032 sqft"
"5 Pua Niu Way, Lahaina, HI 96761",https://www.zillow.com/homedetails/5-Pua-Niu-Way-Lahaina-HI-96761/2078039313_zpid/,House for sale,"$2,588,000.00",3 bds,2 ba,"1,501 sqft"
"2135 S Kihei Rd APT 206, Kihei, HI 96753",https://www.zillow.com/homedetails/2135-S-Kihei-Rd-APT-206-Kihei-HI-96753/753835_zpid/,Condo for sale,"$345,000.00",1 bd,1 ba,556 sqft
"218 Plantation Club Dr, Lahaina, HI 96761",https://www.zillow.com/homedetails/218-Plantation-Club-Dr-Lahaina-HI-96761/300180207_zpid/,House for sale,"$8,250,000.00",5 bds,5.5 ba,"7,267 sqft"
"4365 Lower Honoapiilani Rd #1016, Lahaina, HI 96761",https://www.zillow.com/homedetails/4365-Lower-Honoapiilani-Rd-1016-Lahaina-HI-96761/80331116_zpid/,Condo for sale,"$350,000.00",Studio,1 ba,431 sqft
"1448 Keilio Pl, Wailuku, HI 96793",https://www.zillow.com/homedetails/1448-Keilio-Pl-Wailuku-HI-96793/746763_zpid/,House for sale,"$525,000.00",3 bds,1 ba,"1,025 sqft"
"171 Hoomoku St, Kahului, HI 96732",https://www.zillow.com/homedetails/171-Hoomoku-St-Kahului-HI-96732/751821_zpid/,House for sale,"$589,000.00",3 bds,2 ba,"1,615 sqft"
"120 Hui Rd F APT C3, Lahaina, HI 96761",https://www.zillow.com/homedetails/120-Hui-Rd-F-APT-C3-Lahaina-HI-96761/2089587042_zpid/,Condo for sale,"$204,900.00",1 bd,1 ba,564 sqft
"124 Meheu Cir #144, Kahului, HI 96732",https://www.zillow.com/homedetails/124-Meheu-Cir-144-Kahului-HI-96732/2078739226_zpid/,House for sale,"$639,000.00",3 bds,2.5 ba,"1,298 sqft"
"37760 Piilani Hwy, Hana, HI 96713",https://www.zillow.com/homedetails/37760-Piilani-Hwy-Hana-HI-96713/2082600759_zpid/,House for sale,"$750,000.00",1 bd,2 ba,360 sqft
"525 Hana Hwy #A-B, Paia, HI 96779",https://www.zillow.com/homedetails/525-Hana-Hwy-A-B-Paia-HI-96779/2077855374_zpid/,House for sale,"$8,250,000.00",6 bds,4 ba,"3,600 sqft"
"143 Keala Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/143-Keala-Pl-Kihei-HI-96753/754838_zpid/,House for sale,"$765,000.00",2 bds,1 ba,720 sqft
"115 Kuau Beach Pl, Paia, HI 96779",https://www.zillow.com/homedetails/115-Kuau-Beach-Pl-Paia-HI-96779/740829_zpid/,House for sale,"$8,750,000.00",3 bds,4 ba,"3,171 sqft"
"3741 Lower Honoapiilani Rd APT 301, Lahaina, HI 96761",https://www.zillow.com/homedetails/3741-Lower-Honoapiilani-Rd-APT-301-Lahaina-HI-96761/80330334_zpid/,Condo for sale,"$850,000.00",2 bds,2 ba,"1,074 sqft"
"550 Kai Hele Ku St, Lahaina, HI 96761",https://www.zillow.com/homedetails/550-Kai-Hele-Ku-St-Lahaina-HI-96761/300180450_zpid/,House for sale,"$3,395,000.00",3 bds,4 ba,"2,770 sqft"
"62 Wai Kulu Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/62-Wai-Kulu-Pl-Lahaina-HI-96761/249328227_zpid/,House for sale,"$1,250,000.00",2 bds,1 ba,961 sqft
"3660 Lower Honoapiilani Rd APT 205, Lahaina, HI 96761",https://www.zillow.com/homedetails/3660-Lower-Honoapiilani-Rd-APT-205-Lahaina-HI-96761/71765666_zpid/,Condo for sale,"$90,000.00",Studio,1 ba,420 sqft
"168 W Ikea Moku Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/168-W-Ikea-Moku-Pl-Kihei-HI-96753/734579_zpid/,House for sale,"$3,695,000.00",4 bds,5 ba,"5,686 sqft"
"2881 S Kihei Rd #99, Kihei, HI 96753",https://www.zillow.com/homedetails/2881-S-Kihei-Rd-99-Kihei-HI-96753/80328252_zpid/,Condo for sale,"$599,000.00",2 bds,2 ba,"1,115 sqft"
"2245 Hana Hwy, Haiku, HI 96708",https://www.zillow.com/homedetails/2245-Hana-Hwy-Haiku-HI-96708/2085887555_zpid/,House for sale,"$2,500,000.00",3 bds,2.5 ba,"2,394 sqft"
"17 Makakehau Rd #M3, Wailea, HI 96753",https://www.zillow.com/homedetails/17-Makakehau-Rd-M3-Wailea-HI-96753/120286536_zpid/,Condo for sale,"$3,595,000.00",3 bds,3.5 ba,"2,619 sqft"
"250 Hauoli St APT 410, Wailuku, HI 96793",https://www.zillow.com/homedetails/250-Hauoli-St-APT-410-Wailuku-HI-96793/80326802_zpid/,Condo for sale,"$487,000.00",2 bds,2 ba,952 sqft
"103 Likeke Pl, Kula, HI 96790",https://www.zillow.com/homedetails/103-Likeke-Pl-Kula-HI-96790/738240_zpid/,House for sale,"$949,000.00",3 bds,2.5 ba,"2,008 sqft"
"271 Front St, Lahaina, HI 96761",https://www.zillow.com/homedetails/271-Front-St-Lahaina-HI-96761/759933_zpid/,House for sale,"$3,125,000.00",3 bds,3 ba,"1,521 sqft"
"80 Kaiemi St, Kahului, HI 96732",https://www.zillow.com/homedetails/80-Kaiemi-St-Kahului-HI-96732/748950_zpid/,House for sale,"$589,000.00",4 bds,2 ba,798 sqft
"52 Kumulaau Ohia Loop, Wailuku, HI 96793",https://www.zillow.com/homedetails/52-Kumulaau-Ohia-Loop-Wailuku-HI-96793/68132165_zpid/,House for sale,"$699,000.00",3 bds,2 ba,"1,487 sqft"
"145 Kaukini Loop, Wailuku, HI 96793",https://www.zillow.com/homedetails/145-Kaukini-Loop-Wailuku-HI-96793/2103626696_zpid/,Lot / Land for sale,"$369,000.00",4.11 acres lot,,
"5315 Lower Honoapiilani Rd #F147, Lahaina, HI 96761",https://www.zillow.com/homedetails/5315-Lower-Honoapiilani-Rd-F147-Lahaina-HI-96761/80330069_zpid/,Condo for sale,"$519,000.00",1 bd,1 ba,602 sqft
"65 Hale Hookipa Way, Kihei, HI 96753",https://www.zillow.com/homedetails/65-Hale-Hookipa-Way-Kihei-HI-96753/734353_zpid/,House for sale,"$2,988,000.00",3 bds,4.5 ba,"3,493 sqft"
"50 Ahuwale Pl, Makawao, HI 96768",https://www.zillow.com/homedetails/50-Ahuwale-Pl-Makawao-HI-96768/739563_zpid/,House for sale,"$989,000.00",3 bds,2 ba,"1,244 sqft"
"348 Alahee Dr, Wailuku, HI 96793",https://www.zillow.com/homedetails/348-Alahee-Dr-Wailuku-HI-96793/746008_zpid/,House for sale,"$698,777.00",4 bds,3 ba,"1,848 sqft"
"111 Manalo Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/111-Manalo-Pl-Kihei-HI-96753/734662_zpid/,House for sale,"$4,750,000.00",4 bds,4.5 ba,"5,251 sqft"
"30 Waimahaihai St, Kihei, HI 96753",https://www.zillow.com/homedetails/30-Waimahaihai-St-Kihei-HI-96753/753672_zpid/,House for sale,"$1,195,000.00",4 bds,3 ba,"2,366 sqft"
"57 Aekai Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/57-Aekai-Pl-Lahaina-HI-96761/757147_zpid/,House for sale,"$1,720,000.00",3 bds,3.5 ba,"2,366 sqft"
"139 Hakui Loop, Lahaina, HI 96761",https://www.zillow.com/homedetails/139-Hakui-Loop-Lahaina-HI-96761/758480_zpid/,House for sale,"$1,795,900.00",4 bds,5 ba,"4,269 sqft"
"3291 Waileia Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/3291-Waileia-Pl-Kihei-HI-96753/304655595_zpid/,House for sale,"$1,800,000.00",3 bds,3 ba,"2,912 sqft"
"296 Manini Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/296-Manini-Pl-Kihei-HI-96753/754558_zpid/,Auction,"Est. $767,545",2 bds,1 ba,500 sqft
"399 Front St, Lahaina, HI 96761",https://www.zillow.com/homedetails/399-Front-St-Lahaina-HI-96761/759891_zpid/,House for sale,"$4,600,000.00",3 bds,3 ba,"2,116 sqft"
"71 Lahaole Pl #20-0002, Wailuku, HI 96793",https://www.zillow.com/homedetails/71-Lahaole-Pl-20-0002-Wailuku-HI-96793/2081242195_zpid/,Lot / Land for sale,"$285,000.00",1.58 acres lot,,
"3016 S Kihei Rd, Kihei, HI 96753",https://www.zillow.com/homedetails/3016-S-Kihei-Rd-Kihei-HI-96753/753081_zpid/,House for sale,"$12,500,000.00",2 bds,1.5 ba,976 sqft
"4299 Lower Honoapiilani Rd #283, Lahaina, HI 96761",https://www.zillow.com/homedetails/4299-Lower-Honoapiilani-Rd-283-Lahaina-HI-96761/80330804_zpid/,Condo for sale,"$969,000.00",2 bds,2 ba,"1,535 sqft"
"2136 Konou Pl APT 105, Kihei, HI 96753",https://www.zillow.com/homedetails/2136-Konou-Pl-APT-105-Kihei-HI-96753/71763512_zpid/,Condo for sale,"$249,000.00",1 bd,1 ba,410 sqft
"132 Alaluana Rd #B, Makawao, HI 96768",https://www.zillow.com/homedetails/132-Alaluana-Rd-B-Makawao-HI-96768/249327453_zpid/,Lot / Land for sale,"$339,000.00",2.49 acres lot,,
"3676 Lower Honoapiilani Rd APT G303, Lahaina, HI 96761",https://www.zillow.com/homedetails/3676-Lower-Honoapiilani-Rd-APT-G303-Lahaina-HI-96761/758007_zpid/,Condo for sale,"$169,000.00",2 bds,1 ba,658 sqft
"771 Luakini St, Lahaina, HI 96761",https://www.zillow.com/homedetails/771-Luakini-St-Lahaina-HI-96761/2136875456_zpid/,House for sale,"$969,000.00",2 bds,2 ba,682 sqft
"1008 Kai Hele Ku St, Lahaina, HI 96761",https://www.zillow.com/homedetails/1008-Kai-Hele-Ku-St-Lahaina-HI-96761/249328264_zpid/,House for sale,"$4,595,000.00",4 bds,4.5 ba,"4,424 sqft"
"34 Hale Makai Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/34-Hale-Makai-Pl-Lahaina-HI-96761/757738_zpid/,House for sale,"$1,500,000.00",5 bds,5 ba,"4,269 sqft"
"2550 Lower Kula Rd, Kula, HI 96790",https://www.zillow.com/homedetails/2550-Lower-Kula-Rd-Kula-HI-96790/304660651_zpid/,Foreclosure,"$1,050,000.00",2 bds,2 ba,"1,007 sqft"
"111 Kahului Beach Rd APT B106, Kahului, HI 96732",https://www.zillow.com/homedetails/111-Kahului-Beach-Rd-APT-B106-Kahului-HI-96732/71761159_zpid/,Condo for sale,"$152,000.00",2 bds,1 ba,787 sqft
"2136 Konou Pl APT 105, Kihei, HI 96753",https://www.zillow.com/homedetails/2136-Konou-Pl-APT-105-Kihei-HI-96753/71763512_zpid/,Condo for sale,"$249,000.00",1 bd,1 ba,410 sqft
"111 Kahului Beach Rd APT B106, Kahului, HI 96732",https://www.zillow.com/homedetails/111-Kahului-Beach-Rd-APT-B106-Kahului-HI-96732/71761159_zpid/,Condo for sale,"$152,000.00",2 bds,1 ba,787 sqft
"3291 Waileia Pl, Kihei, HI 96753",https://www.zillow.com/homedetails/3291-Waileia-Pl-Kihei-HI-96753/304655595_zpid/,House for sale,"$1,800,000.00",3 bds,3 ba,"2,912 sqft"
"56 Hoaka Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/56-Hoaka-Pl-Lahaina-HI-96761/51316513_zpid/,House for sale,"$925,000.00",3 bds,4 ba,"1,550 sqft"
"66 Haku Hale Pl, Lahaina, HI 96761",https://www.zillow.com/homedetails/66-Haku-Hale-Pl-Lahaina-HI-96761/756959_zpid/,Foreclosure,"$739,900.00",3 bds,2 ba,"1,284 sqft"
"399 Front St, Lahaina, HI 96761",https://www.zillow.com/homedetails/399-Front-St-Lahaina-HI-96761/759891_zpid/,House for sale,"$4,600,000.00",3 bds,3 ba,"2,116 sqft"
"44 Kanani Rd APT 1-102, Kihei, HI 96753",https://www.zillow.com/homedetails/44-Kanani-Rd-APT-1-102-Kihei-HI-96753/71767138_zpid/,Condo for sale,"$560,000.00",3 bds,2 ba,929 sqft
"2550 Lower Kula Rd, Kula, HI 96790",https://www.zillow.com/homedetails/2550-Lower-Kula-Rd-Kula-HI-96790/304660651_zpid/,Foreclosure,"$1,050,000.00",2 bds,2 ba,"1,007 sqft"
"2265 Holowai Pl, Wailuku, HI 96793",https://www.zillow.com/homedetails/2265-Holowai-Pl-Wailuku-HI-96793/745089_zpid/,House for sale,"$572,631.00",3 bds,1.5 ba,960 sqft
"29 Hua Nui Way, Lahaina, HI 96761",https://www.zillow.com/homedetails/29-Hua-Nui-Way-Lahaina-HI-96761/65282233_zpid/,House for sale,"$945,000.00",2 bds,2 ba,"1,566 sqft"
"3550 Wailea Alanui Dr #E4, Kihei, HI 96753",https://www.zillow.com/homedetails/3550-Wailea-Alanui-Dr-E4-Kihei-HI-96753/122021554_zpid/,Condo for sale,"$9,950,000.00",3 bds,4 ba,"2,814 sqft"
"42 Pua Ole St, Paia, HI 96779",https://www.zillow.com/homedetails/42-Pua-Ole-St-Paia-HI-96779/740274_zpid/,House for sale,"$599,000.00",2 bds,1.5 ba,840 sqft
"2747 S Kihei Rd APT E306, Kihei, HI 96753",https://www.zillow.com/homedetails/2747-S-Kihei-Rd-APT-E306-Kihei-HI-96753/71763146_zpid/,Condo for sale,"$528,000.00",3 bds,2 ba,"1,035 sqft"
"4242 Lower Honoapiilani Rd APT E408, Lahaina, HI 96761",https://www.zillow.com/homedetails/4242-Lower-Honoapiilani-Rd-APT-E408-Lahaina-HI-96761/71765036_zpid/,Condo for sale,"$585,000.00",2 bds,2 ba,"1,268 sqft"
"101 Pihaa St, Lahaina, HI 96761",https://www.zillow.com/homedetails/101-Pihaa-St-Lahaina-HI-96761/758506_zpid/,House for sale,"$1,700,000.00",4 bds,3.5 ba,"3,176 sqft"
"100 Hawane Loop #1, Lahaina, HI 96761",https://www.zillow.com/homedetails/100-Hawane-Loop-1-Lahaina-HI-96761/2078090636_zpid/,House for sale,"$6,900,000.00",4 bds,4.5 ba,"4,273 sqft"
"1539 Halama St, Kihei, HI 96753",https://www.zillow.com/homedetails/1539-Halama-St-Kihei-HI-96753/753553_zpid/,House for sale,"$1,790,000.00",6 bds,4 ba,"2,631 sqft"
"1441 Front St, Lahaina, HI 96761",https://www.zillow.com/homedetails/1441-Front-St-Lahaina-HI-96761/758835_zpid/,House for sale,"$2,200,000.00",3 bds,3 ba,"1,988 sqft"
"33 Maka Hou Pl, Wailuku, HI 96793",https://www.zillow.com/homedetails/33-Maka-Hou-Pl-Wailuku-HI-96793/82523965_zpid/,House for sale,"$979,999.00",4 bds,2.5 ba,"2,563 sqft"
"47680 Hana Hwy, Hana, HI 96713",https://www.zillow.com/homedetails/47680-Hana-Hwy-Hana-HI-96713/80325326_zpid/,House for sale,"$3,499,000.00",3 bds,2.5 ba,"3,044 sqft"
"1212 Summer Rd, Lahaina, HI 96761",https://www.zillow.com/homedetails/1212-Summer-Rd-Lahaina-HI-96761/756475_zpid/,House for sale,"$5,900,000.00",8 bds,8.5 ba,"8,174 sqft"
